seqName,strand,individual,locus,allele
G4S72XW01AWETS,R,76,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AOV97,F,95,3,NewAllele_827 count=2 threshold=2
G4S72XW01A3ZF8,R,95,3,Mama_UB_02
G4S72XW01ATQFZ,F,110,1,Mama_DRB1_02
G4S72XW01ANO2I,R,119,3,<unidentified>
G4S72XW01APPC6,F,104,2,NewAllele_530 count=9 threshold=2
G4S72XW01AWBPC,F,55,3,Mama_UB_01
G4S72XW01AOA3M,R,7,3,NewAllele_855 count=6 threshold=2
G4S72XW01ALW3N,R,24,1,Mama_DRB1_01
G4S72XW01ASAGG,R,103,4,Mama_UD_01
G4S72XW01AMFEJ,F,62,4,Mama_UD_01
G4S72XW01BDA2S,R,92,3,Mama_UB_01
G4S72XW01AR3AR,F,87,1,NewAllele_82 count=2 threshold=2
G4S72XW01AQ3RJ,R,18,3,Mama_UB_01
G4S72XW01A42B5,R,114,4,Mama_UD_01
G4S72XW01A5K9X,F,93,3,<unidentified>
G4S72XW01BB0WG,F,71,4,NewAllele_1442 count=2 threshold=2
G4S72XW01ASKQT,R,115,3,Mama_UB_01
G4S72XW01AZIL8,R,48,3,Mama_UB_01
G4S72XW01A1PZ2,F,35,3,<unidentified>
G4S72XW01ARQIX,R,84,3,Mama_UB_01
G4S72XW01AMMUI,R,44,2,NewAllele_530 count=9 threshold=2
G4S72XW01ANBKR,F,7,3,<unidentified>
G4S72XW01A5U2S,F,110,4,Mama_UD_03
G4S72XW01A279Z,F,129,2,NewAllele_530 count=9 threshold=2
G4S72XW01ARG22,F,60,2,NewAllele_381 count=782 threshold=2
G4S72XW01AU2OY,F,143,2,NewAllele_221 count=591 threshold=2
G4S72XW01AZMBL,F,58,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A352U,R,114,1,Mama_DRB1_02
G4S72XW01AY8ST,F,89,2,NewAllele_530 count=9 threshold=2
G4S72XW01AXN6N,R,33,3,<unidentified>
G4S72XW01AMY1P,F,21,2,NewAllele_206 count=4 threshold=2
G4S72XW01APVZ8,F,85,4,Mama_UD_01
G4S72XW01BCRG2,F,53,3,NewAllele_885 count=11 threshold=2
G4S72XW01APBUJ,R,80,4,NewAllele_1369 count=3 threshold=2
G4S72XW01ATGAI,F,56,4,Mama_UD_01
G4S72XW01A1EIA,F,130,4,Mama_UD_03
G4S72XW01AQQN6,R,112,2,NewAllele_381 count=782 threshold=2
G4S72XW01ARCTJ,F,71,4,NewAllele_1298 count=2 threshold=2
G4S72XW01AP14L,F,125,1,<unidentified>
G4S72XW01AYKJ7,F,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01APU5L,F,95,4,NewAllele_1639 count=37 threshold=2
G4S72XW01ALUDO,R,48,3,NewAllele_812 count=3 threshold=2
G4S72XW01A9M19,R,71,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASL44,F,68,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZ4NU,F,18,2,NewAllele_555 count=12 threshold=2
G4S72XW01AOCPV,F,130,3,<unidentified>
G4S72XW01BAZEP,F,108,1,<unidentified>
G4S72XW01AV2SC,R,98,3,Mama_UB_01
G4S72XW01AUP12,R,135,4,Mama_UD_01
G4S72XW01AMX6S,R,103,3,NewAllele_813 count=2 threshold=2
G4S72XW01ASH6B,F,50,3,NewAllele_855 count=6 threshold=2
G4S72XW01AVT1R,F,51,3,Mama_UB_01
G4S72XW01AXDYS,F,71,4,Mama_UD_01
G4S72XW01AOMIY,R,106,4,Mama_UD_01
G4S72XW01AO107,F,71,2,NewAllele_162 count=3 threshold=2
G4S72XW01AQTJE,R,107,1,Mama_DRB1_02
G4S72XW01AYGYN,R,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01A7BZ2,F,22,4,NewAllele_1595 count=3 threshold=2
G4S72XW01A559Q,F,107,3,<unidentified>
G4S72XW01A4PVG,R,98,1,<unidentified>
G4S72XW01AOMZ0,R,124,3,NewAllele_1036 count=17 threshold=2
G4S72XW01AS95V,R,19,4,Mama_UD_01
G4S72XW01AYIC1,R,23,3,<unidentified>
G4S72XW01AUGWQ,R,9,2,NewAllele_530 count=9 threshold=2
G4S72XW01ALP71,F,135,4,Mama_UD_01
G4S72XW01BA9VH,R,90,4,NewAllele_1608 count=3 threshold=2
G4S72XW01AUSK4,F,7,4,Mama_UD_01
G4S72XW01AK4HZ,R,69,1,Mama_DRB1_03
G4S72XW01AMMNA,F,49,3,<unidentified>
G4S72XW01APJC4,F,130,3,<unidentified>
G4S72XW01AL6AW,F,6,4,Mama_UD_03
G4S72XW01AMCX8,R,133,1,<unidentified>
G4S72XW01AMVKD,R,133,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AQQU2,F,8,1,<unidentified>
G4S72XW01AMVPM,F,56,3,<unidentified>
G4S72XW01AQBF3,F,109,3,Mama_UB_01
G4S72XW01AMPU0,F,65,1,<unidentified>
G4S72XW01AM7OS,R,72,3,<unidentified>
G4S72XW01A470L,R,21,3,NewAllele_855 count=6 threshold=2
G4S72XW01AQBFT,F,94,2,Mama_DRB2_01
G4S72XW01A3TD6,R,136,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AQES5,R,20,1,<unidentified>
G4S72XW01A0UBQ,F,112,3,NewAllele_852 count=38 threshold=2
G4S72XW01AT6WN,F,70,2,NewAllele_530 count=9 threshold=2
G4S72XW01A03L7,F,129,4,Mama_UD_01
G4S72XW01ANRSO,R,100,4,Mama_UD_01
G4S72XW01AZZU5,F,107,1,Mama_DRB1_01
G4S72XW01AM72C,F,89,4,Mama_UD_01
G4S72XW01AW2QQ,F,107,2,NewAllele_508 count=182 threshold=2
G4S72XW01AOFRL,R,110,2,NewAllele_661 count=2 threshold=2
G4S72XW01APSP3,F,15,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AL0G3,F,61,2,Mama_DRB2_01
G4S72XW01AVEZY,R,56,3,Mama_UB_01
G4S72XW01AVHFZ,R,113,2,NewAllele_710 count=4 threshold=2
G4S72XW01ARUBR,R,141,3,<unidentified>
G4S72XW01AKPMP,F,116,4,Mama_UD_01
G4S72XW01ALNLR,F,117,1,Mama_DRB1_02
G4S72XW01AWAT2,F,94,4,Mama_UD_03
G4S72XW01AO0EB,F,107,2,NewAllele_508 count=182 threshold=2
G4S72XW01ANBOB,R,123,3,Mama_UB_01
G4S72XW01AW2T5,F,113,1,<unidentified>
G4S72XW01AO9U5,F,139,2,NewAllele_508 count=182 threshold=2
G4S72XW01AV9U2,F,111,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A2UGW,F,57,4,NewAllele_1649 count=20 threshold=2
G4S72XW01A0SV4,F,131,2,NewAllele_508 count=182 threshold=2
G4S72XW01AXX4H,F,107,2,NewAllele_555 count=12 threshold=2
G4S72XW01ALWN7,F,18,2,NewAllele_381 count=782 threshold=2
G4S72XW01BAM8X,F,39,2,NewAllele_530 count=9 threshold=2
G4S72XW01ANDHD,F,67,3,NewAllele_1046 count=23 threshold=2
G4S72XW01AMX1N,R,3,1,Mama_DRB1_03
G4S72XW01A3B2Y,F,144,2,NewAllele_530 count=9 threshold=2
G4S72XW01ATS0F,F,101,4,NewAllele_1492 count=2 threshold=2
G4S72XW01A28MO,R,90,4,Mama_UD_01
G4S72XW01AY1NU,F,103,4,NewAllele_1471 count=3 threshold=2
G4S72XW01AR4L0,F,46,2,NewAllele_303 count=8 threshold=2
G4S72XW01AQFM8,R,18,3,NewAllele_958 count=2 threshold=2
G4S72XW01ATD17,F,10,3,NewAllele_1130 count=3 threshold=2
G4S72XW01A06O8,F,35,2,NewAllele_530 count=9 threshold=2
G4S72XW01ALT4H,R,67,2,NewAllele_209 count=2 threshold=2
G4S72XW01AWY9Z,F,89,4,Mama_UD_01
G4S72XW01AT1ZW,F,127,4,NewAllele_1334 count=3 threshold=2
G4S72XW01APL71,R,99,3,Mama_UB_01
G4S72XW01ASQ5I,R,100,1,NewAllele_41 count=3 threshold=2
G4S72XW01AQTT0,R,98,3,Mama_UB_01
G4S72XW01AQGMN,F,82,1,Mama_DRB1_08
G4S72XW01A42PD,F,114,2,NewAllele_508 count=182 threshold=2
G4S72XW01AT7ML,R,100,4,Mama_UD_01
G4S72XW01ALTS1,F,108,2,NewAllele_354 count=3 threshold=2
G4S72XW01AL2N7,F,127,3,Mama_UB_01
G4S72XW01A3N4B,R,99,4,NewAllele_1479 count=4 threshold=2
G4S72XW01A0KCO,F,57,3,<unidentified>
G4S72XW01A00Q5,F,33,2,NewAllele_507 count=7 threshold=2
G4S72XW01AZV18,F,54,1,Mama_DRB1_01
G4S72XW01AMFHQ,R,11,3,NewAllele_1202 count=2 threshold=2
G4S72XW01ALDK6,F,19,3,<unidentified>
G4S72XW01AZKXY,F,7,4,NewAllele_1694 count=3 threshold=2
G4S72XW01ALAUQ,R,103,1,NewAllele_24 count=3 threshold=2
G4S72XW01ALPHT,F,66,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AUE1Y,R,32,4,NewAllele_1369 count=3 threshold=2
G4S72XW01AK7SB,F,35,2,NewAllele_221 count=591 threshold=2
G4S72XW01AY9TR,R,22,2,NewAllele_381 count=782 threshold=2
G4S72XW01A4CKI,F,87,1,Mama_DRB1_02
G4S72XW01AP7A0,R,74,2,NewAllele_176 count=297 threshold=2
G4S72XW01A8N2L,F,57,2,NewAllele_508 count=182 threshold=2
G4S72XW01AV0V5,R,19,3,NewAllele_938 count=6 threshold=2
G4S72XW01AXK2I,F,93,3,NewAllele_867 count=4 threshold=2
G4S72XW01AN1N7,R,99,1,Mama_DRB1_06
G4S72XW01AN3CE,R,108,2,NewAllele_399 count=2 threshold=2
G4S72XW01AZX50,F,70,3,NewAllele_981 count=2 threshold=2
G4S72XW01AL8CU,R,10,4,NewAllele_1334 count=3 threshold=2
G4S72XW01APV1T,R,95,4,Mama_UD_03
G4S72XW01ALF3B,F,15,3,Mama_UB_01
G4S72XW01AST55,R,107,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ALP84,R,31,4,NewAllele_1397 count=2 threshold=2
G4S72XW01ANTPI,F,85,4,NewAllele_1288 count=5 threshold=2
G4S72XW01ALQRP,R,138,2,NewAllele_530 count=9 threshold=2
G4S72XW01AV4DV,R,107,2,NewAllele_530 count=9 threshold=2
G4S72XW01ANJ9T,F,128,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AW12A,F,31,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BDBEY,R,114,3,<unidentified>
G4S72XW01ATDOA,R,89,4,Mama_UD_01
G4S72XW01BD248,R,23,4,NewAllele_1677 count=2 threshold=2
G4S72XW01BAX78,F,57,2,NewAllele_480 count=2 threshold=2
G4S72XW01AY0UR,F,51,4,Mama_UD_01
G4S72XW01AWVO7,F,2,4,NewAllele_1536 count=3 threshold=2
G4S72XW01AO2GW,F,129,3,<unidentified>
G4S72XW01AK14L,R,111,1,<unidentified>
G4S72XW01A4QFM,F,60,1,NewAllele_91 count=2 threshold=2
G4S72XW01AXB16,F,54,4,Mama_UD_03
G4S72XW01AXOCF,F,104,1,Mama_DRB1_02
G4S72XW01AO691,R,60,4,NewAllele_1258 count=9 threshold=2
G4S72XW01ATOTJ,R,116,4,NewAllele_1268 count=3 threshold=2
G4S72XW01A3JFD,F,113,3,<unidentified>
G4S72XW01AYD96,F,93,1,NewAllele_140 count=2 threshold=2
G4S72XW01AKGEF,F,31,4,Mama_UD_02
G4S72XW01AQKA4,R,107,4,Mama_UD_03
G4S72XW01A3AS8,R,100,4,NewAllele_1357 count=5 threshold=2
G4S72XW01A60VR,F,57,2,NewAllele_642 count=2 threshold=2
G4S72XW01AT87S,F,14,2,NewAllele_381 count=782 threshold=2
G4S72XW01AKVB6,F,15,3,Mama_UB_01
G4S72XW01AYZJQ,F,113,1,<unidentified>
G4S72XW01A2OS4,F,84,3,NewAllele_1046 count=23 threshold=2
G4S72XW01AT89C,R,2,1,Mama_DRB1_01
G4S72XW01AUHS3,R,60,4,NewAllele_1346 count=4 threshold=2
G4S72XW01ATUEP,R,89,2,NewAllele_252 count=2 threshold=2
G4S72XW01AX6X9,F,129,4,NewAllele_1618 count=5 threshold=2
G4S72XW01AOVVA,F,85,3,<unidentified>
G4S72XW01ARZAF,F,31,3,NewAllele_744 count=17 threshold=2
G4S72XW01AMVEF,R,138,2,NewAllele_381 count=782 threshold=2
G4S72XW01AN1WI,R,69,4,NewAllele_1521 count=18 threshold=2
G4S72XW01A5KMR,R,41,3,Mama_UB_01
G4S72XW01A925K,F,95,3,NewAllele_744 count=17 threshold=2
G4S72XW01AZ39K,F,71,3,NewAllele_834 count=2 threshold=2
G4S72XW01AQ3JB,F,95,3,Mama_UB_02
G4S72XW01AO4WJ,F,34,3,NewAllele_1046 count=23 threshold=2
G4S72XW01AM728,F,95,4,Mama_UD_01
G4S72XW01AMBYF,F,35,1,Mama_DRB1_02
G4S72XW01A696Z,F,107,2,NewAllele_508 count=182 threshold=2
G4S72XW01A0HBP,R,103,1,Mama_DRB1_03
G4S72XW01AP1CM,F,113,2,NewAllele_539 count=2 threshold=2
G4S72XW01AYN5R,R,38,2,NewAllele_530 count=9 threshold=2
G4S72XW01BDZ3B,F,108,2,NewAllele_303 count=8 threshold=2
G4S72XW01AK8BS,R,49,4,Mama_UD_01
G4S72XW01ASOCP,F,87,1,Mama_DRB1_01
G4S72XW01A5KDK,F,37,2,NewAllele_508 count=182 threshold=2
G4S72XW01AL29E,F,100,2,NewAllele_381 count=782 threshold=2
G4S72XW01ATWW4,R,127,1,<unidentified>
G4S72XW01A6CDP,F,113,2,NewAllele_555 count=12 threshold=2
G4S72XW01A4XV4,F,23,4,Mama_UD_01
G4S72XW01A5MBK,R,48,3,<unidentified>
G4S72XW01AWGHY,F,14,2,NewAllele_510 count=3 threshold=2
G4S72XW01AMJEK,F,71,4,Mama_UD_01
G4S72XW01AP7OQ,F,131,1,Mama_DRB1_01
G4S72XW01A0QTJ,R,100,3,NewAllele_852 count=38 threshold=2
G4S72XW01A2302,F,49,1,<unidentified>
G4S72XW01BCVL6,R,24,1,Mama_DRB1_03
G4S72XW01AOPLR,F,51,3,Mama_UB_02
G4S72XW01AS0ED,F,108,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASJR4,F,58,3,Mama_UB_01
G4S72XW01A4HJ3,F,7,2,NewAllele_508 count=182 threshold=2
G4S72XW01A65K2,R,5,1,<unidentified>
G4S72XW01AX0YK,F,56,3,<unidentified>
G4S72XW01AK7WM,R,103,1,Mama_DRB1_03
G4S72XW01AT59H,F,19,3,<unidentified>
G4S72XW01AMDSM,F,118,4,Mama_UD_03
G4S72XW01AMBX8,F,5,1,Mama_DRB1_03
G4S72XW01A0XXC,R,15,2,NewAllele_221 count=591 threshold=2
G4S72XW01ATY88,F,60,3,<unidentified>
G4S72XW01AK6Y2,F,19,4,Mama_UD_01
G4S72XW01ANAXE,F,100,2,NewAllele_530 count=9 threshold=2
G4S72XW01AQK0T,F,116,3,NewAllele_852 count=38 threshold=2
G4S72XW01AK1J6,F,20,4,NewAllele_1369 count=3 threshold=2
G4S72XW01AO8CC,R,45,3,Mama_UB_02
G4S72XW01AXT4N,F,24,4,NewAllele_1249 count=8 threshold=2
G4S72XW01AX4Q7,R,81,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AUA1R,R,99,3,Mama_UB_01
G4S72XW01AM5AI,F,134,3,Mama_UB_01
G4S72XW01AML0W,F,61,2,NewAllele_530 count=9 threshold=2
G4S72XW01AYPJX,R,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01AS14U,F,25,1,<unidentified>
G4S72XW01AZCLZ,R,138,3,Mama_UB_01
G4S72XW01AOJ3W,R,11,3,<unidentified>
G4S72XW01AV0ID,F,103,3,NewAllele_1073 count=3 threshold=2
G4S72XW01AUYIV,F,118,2,NewAllele_381 count=782 threshold=2
G4S72XW01AMHRU,R,129,2,NewAllele_221 count=591 threshold=2
G4S72XW01ANHVT,R,3,1,Mama_DRB1_02
G4S72XW01ALF6P,F,62,2,NewAllele_407 count=2 threshold=2
G4S72XW01A13EQ,R,104,4,NewAllele_1696 count=2 threshold=2
G4S72XW01AP5H4,F,89,4,Mama_UD_01
G4S72XW01A9G4Q,F,89,1,Mama_DRB1_01
G4S72XW01BAQVC,F,125,3,<unidentified>
G4S72XW01BAXFZ,R,55,4,NewAllele_1334 count=3 threshold=2
G4S72XW01APZJS,F,35,4,NewAllele_1252 count=7 threshold=2
G4S72XW01BDEON,R,124,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AXUNB,R,91,3,Mama_UB_01
G4S72XW01AQW5K,R,27,1,<unidentified>
G4S72XW01A03PS,R,89,4,Mama_UD_01
G4S72XW01A7XOZ,R,107,2,NewAllele_221 count=591 threshold=2
G4S72XW01A2UXF,R,106,4,NewAllele_1695 count=25 threshold=2
G4S72XW01BA334,R,24,3,NewAllele_1194 count=3 threshold=2
G4S72XW01AKPHD,R,32,4,Mama_UD_01
G4S72XW01BBYHU,F,87,4,Mama_UD_01
G4S72XW01ANR4L,R,133,1,NewAllele_24 count=3 threshold=2
G4S72XW01ASBQF,F,35,2,NewAllele_221 count=591 threshold=2
G4S72XW01AQG5I,F,5,1,Mama_DRB1_01
G4S72XW01ATZCH,R,89,4,Mama_UD_01
G4S72XW01AXF0D,F,112,2,NewAllele_530 count=9 threshold=2
G4S72XW01A7P5X,F,95,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ASUM4,R,25,2,NewAllele_381 count=782 threshold=2
G4S72XW01AZ365,F,39,4,Mama_UD_01
G4S72XW01BCRVC,F,45,2,NewAllele_507 count=7 threshold=2
G4S72XW01A4OYT,F,24,3,NewAllele_885 count=11 threshold=2
G4S72XW01A1DJS,F,61,2,NewAllele_381 count=782 threshold=2
G4S72XW01ALZRL,R,48,3,Mama_UB_02
G4S72XW01BC4QD,F,71,1,Mama_DRB1_03
G4S72XW01A65VH,R,116,3,NewAllele_852 count=38 threshold=2
G4S72XW01AKO7F,F,110,4,NewAllele_1695 count=25 threshold=2
G4S72XW01AS3VE,F,118,4,Mama_UD_03
G4S72XW01AYDG8,R,23,3,NewAllele_941 count=2 threshold=2
G4S72XW01ANKUY,F,118,3,NewAllele_916 count=13 threshold=2
G4S72XW01A0JRO,F,15,3,NewAllele_855 count=6 threshold=2
G4S72XW01A3DS7,R,75,2,NewAllele_221 count=591 threshold=2
G4S72XW01AP5MD,F,107,1,<unidentified>
G4S72XW01A8ALI,F,72,2,NewAllele_508 count=182 threshold=2
G4S72XW01AO4CC,F,95,1,<unidentified>
G4S72XW01AL98F,F,84,4,NewAllele_1544 count=3 threshold=2
G4S72XW01A4LI1,R,33,4,NewAllele_1352 count=9 threshold=2
G4S72XW01ATUD0,F,60,2,NewAllele_283 count=2 threshold=2
G4S72XW01APGHY,F,139,2,NewAllele_508 count=182 threshold=2
G4S72XW01AZ0RA,R,61,3,NewAllele_1173 count=2 threshold=2
G4S72XW01AP5P6,F,74,2,NewAllele_303 count=8 threshold=2
G4S72XW01AMP5J,F,136,3,NewAllele_1046 count=23 threshold=2
G4S72XW01AQD1F,F,47,2,NewAllele_381 count=782 threshold=2
G4S72XW01AY9LK,F,128,3,Mama_UB_01
G4S72XW01A82YD,R,29,4,NewAllele_1713 count=2 threshold=2
G4S72XW01A2O8R,R,99,1,<unidentified>
G4S72XW01AUQTV,F,25,1,<unidentified>
G4S72XW01A9WFB,R,114,3,NewAllele_855 count=6 threshold=2
G4S72XW01ANA0H,F,109,3,NewAllele_995 count=4 threshold=2
G4S72XW01AMGE3,R,130,1,Mama_DRB1_05
G4S72XW01AVELE,F,35,2,NewAllele_530 count=9 threshold=2
G4S72XW01A11AD,F,50,4,Mama_UD_01
G4S72XW01AOJT6,F,107,1,<unidentified>
G4S72XW01AORVP,R,37,3,Mama_UB_01
G4S72XW01AN3TH,R,109,4,Mama_UD_01
G4S72XW01AVDRJ,R,55,3,Mama_UB_01
G4S72XW01APU9B,F,88,4,NewAllele_1602 count=2 threshold=2
G4S72XW01BCB5H,F,37,1,<unidentified>
G4S72XW01AVMN8,R,57,3,<unidentified>
G4S72XW01AT2T1,R,106,4,Mama_UD_01
G4S72XW01AVR38,F,126,3,NewAllele_1046 count=23 threshold=2
G4S72XW01A4A7S,F,116,2,NewAllele_381 count=782 threshold=2
G4S72XW01APE0V,R,36,3,Mama_UB_01
G4S72XW01ALSNE,R,41,2,NewAllele_221 count=591 threshold=2
G4S72XW01AWSUP,F,31,3,Mama_UB_01
G4S72XW01A7SGR,F,71,4,NewAllele_1637 count=8 threshold=2
G4S72XW01AWG8Y,R,47,4,NewAllele_1615 count=5 threshold=2
G4S72XW01AOC05,R,84,4,Mama_UD_01
G4S72XW01AMOXF,R,95,2,NewAllele_508 count=182 threshold=2
G4S72XW01APON6,F,109,1,<unidentified>
G4S72XW01ATCRX,R,116,3,<unidentified>
G4S72XW01APOWQ,F,107,3,NewAllele_885 count=11 threshold=2
G4S72XW01A3NFL,F,60,2,NewAllele_303 count=8 threshold=2
G4S72XW01AP9NV,F,51,3,NewAllele_746 count=2 threshold=2
G4S72XW01AWXSY,F,95,1,Mama_DRB1_01
G4S72XW01AKGBZ,R,115,3,NewAllele_942 count=2 threshold=2
G4S72XW01ASB5B,F,83,1,<unidentified>
G4S72XW01AUT23,R,51,3,Mama_UB_01
G4S72XW01AU2MR,F,92,4,NewAllele_1247 count=4 threshold=2
G4S72XW01AU1B9,R,55,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AMMQ2,R,113,2,NewAllele_442 count=2 threshold=2
G4S72XW01APMEU,R,89,3,Mama_UB_01
G4S72XW01AT6GA,F,71,4,NewAllele_1639 count=37 threshold=2
G4S72XW01ALQBJ,F,39,3,Mama_UB_01
G4S72XW01A0D7D,R,36,2,NewAllele_381 count=782 threshold=2
G4S72XW01ALYYR,R,68,3,Mama_UB_01
G4S72XW01BAFFB,R,128,3,NewAllele_1161 count=6 threshold=2
G4S72XW01A0EH1,F,37,2,NewAllele_508 count=182 threshold=2
G4S72XW01ATY70,F,56,3,NewAllele_1046 count=23 threshold=2
G4S72XW01AN7DN,F,100,2,Mama_DRB2_01
G4S72XW01AQQF0,R,60,3,Mama_UB_01
G4S72XW01AMCT7,F,42,2,NewAllele_221 count=591 threshold=2
G4S72XW01A5K4L,R,16,3,Mama_UB_01
G4S72XW01A0ECY,R,95,4,Mama_UD_01
G4S72XW01ATTOJ,F,132,4,NewAllele_1634 count=2 threshold=2
G4S72XW01AP8NR,F,94,4,Mama_UD_01
G4S72XW01A5A01,R,88,3,Mama_UB_01
G4S72XW01AODWI,R,136,3,<unidentified>
G4S72XW01A77ZD,F,101,2,NewAllele_508 count=182 threshold=2
G4S72XW01A0YKD,F,90,4,Mama_UD_01
G4S72XW01AOGNF,F,89,4,Mama_UD_01
G4S72XW01AVEQU,F,128,1,Mama_DRB1_02
G4S72XW01BC68M,F,60,4,NewAllele_1258 count=9 threshold=2
G4S72XW01AST8M,F,1,3,<unidentified>
G4S72XW01AQQVG,R,48,3,<unidentified>
G4S72XW01A561X,F,21,4,NewAllele_1393 count=2 threshold=2
G4S72XW01A0EQS,F,93,2,NewAllele_530 count=9 threshold=2
G4S72XW01AQMVL,F,118,2,NewAllele_174 count=5 threshold=2
G4S72XW01A24VT,R,35,3,<unidentified>
G4S72XW01AVJBX,R,24,1,Mama_DRB1_03
G4S72XW01A85UD,R,80,3,NewAllele_855 count=6 threshold=2
G4S72XW01A62W3,R,128,4,NewAllele_1298 count=2 threshold=2
G4S72XW01A2O8G,F,128,4,NewAllele_1479 count=4 threshold=2
G4S72XW01ASI2L,F,108,3,NewAllele_746 count=2 threshold=2
G4S72XW01AWBYQ,R,10,2,NewAllele_378 count=2 threshold=2
G4S72XW01AQ9KK,R,27,3,NewAllele_748 count=3 threshold=2
G4S72XW01AN2Q1,R,103,3,NewAllele_1194 count=3 threshold=2
G4S72XW01AQII9,R,51,4,Mama_UD_03
G4S72XW01AOWBN,R,6,2,NewAllele_173 count=2 threshold=2
G4S72XW01A1FVU,R,48,1,Mama_DRB1_01
G4S72XW01A20P5,F,117,3,NewAllele_1046 count=23 threshold=2
G4S72XW01AN3LB,R,3,4,NewAllele_1457 count=5 threshold=2
G4S72XW01ALAZL,F,102,3,NewAllele_885 count=11 threshold=2
G4S72XW01AMV93,F,128,3,NewAllele_1046 count=23 threshold=2
G4S72XW01AQSNI,F,47,2,NewAllele_507 count=7 threshold=2
G4S72XW01A06B5,R,27,1,Mama_DRB1_01
G4S72XW01A0UJO,R,57,2,NewAllele_711 count=8 threshold=2
G4S72XW01A7P00,F,23,4,Mama_UD_01
G4S72XW01AZ2CT,F,139,2,NewAllele_530 count=9 threshold=2
G4S72XW01A4CQ5,F,135,1,Mama_DRB1_03
G4S72XW01BBG87,R,50,3,Mama_UB_02
G4S72XW01A6JTW,R,61,3,<unidentified>
G4S72XW01AOIPC,R,90,4,NewAllele_1497 count=2 threshold=2
G4S72XW01ANVLV,F,128,4,NewAllele_1298 count=2 threshold=2
G4S72XW01ANR3Q,R,143,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A3GR1,F,135,1,Mama_DRB1_01
G4S72XW01BC1CU,F,32,3,NewAllele_1046 count=23 threshold=2
G4S72XW01ALHBK,F,139,2,NewAllele_386 count=10 threshold=2
G4S72XW01AW6PA,F,86,3,Mama_UB_01
G4S72XW01AQ3LG,F,51,1,<unidentified>
G4S72XW01ANO62,F,126,4,Mama_UD_01
G4S72XW01A657A,F,127,1,<unidentified>
G4S72XW01AZ7TD,R,107,1,Mama_DRB1_01
G4S72XW01AVSFZ,R,17,4,Mama_UD_01
G4S72XW01A35G6,F,89,4,Mama_UD_01
G4S72XW01AQZAF,F,87,3,Mama_UB_01
G4S72XW01AK788,R,104,3,Mama_UB_01
G4S72XW01ATD09,F,135,2,NewAllele_381 count=782 threshold=2
G4S72XW01AUX5L,F,14,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AMC90,R,44,2,NewAllele_221 count=591 threshold=2
G4S72XW01A4CZF,R,1,3,Mama_UB_01
G4S72XW01AQQ0T,F,93,3,<unidentified>
G4S72XW01AM29H,F,113,1,NewAllele_41 count=3 threshold=2
G4S72XW01ASOQY,F,33,4,NewAllele_1369 count=3 threshold=2
G4S72XW01ATTJV,F,115,1,Mama_DRB1_01
G4S72XW01AQWE5,R,36,3,NewAllele_829 count=8 threshold=2
G4S72XW01A03J3,F,108,3,NewAllele_1020 count=2 threshold=2
G4S72XW01APFQX,R,89,2,NewAllele_381 count=782 threshold=2
G4S72XW01A2EKK,R,35,3,Mama_UB_02
G4S72XW01AL98J,R,84,1,Mama_DRB1_08
G4S72XW01A0ORM,F,100,3,NewAllele_746 count=2 threshold=2
G4S72XW01AWV5W,R,138,3,<unidentified>
G4S72XW01AORWS,F,94,2,NewAllele_530 count=9 threshold=2
G4S72XW01BC7CO,R,115,3,NewAllele_966 count=2 threshold=2
G4S72XW01AX1FT,F,51,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ANW7V,F,127,3,Mama_UB_02
G4S72XW01AM2KY,F,133,3,<unidentified>
G4S72XW01ALEKZ,R,43,3,NewAllele_855 count=6 threshold=2
G4S72XW01ANU0Y,F,68,4,NewAllele_1334 count=3 threshold=2
G4S72XW01APES2,F,141,2,NewAllele_530 count=9 threshold=2
G4S72XW01ALHXV,F,113,2,NewAllele_401 count=2 threshold=2
G4S72XW01AVFCG,F,36,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AKL7B,R,52,3,NewAllele_834 count=2 threshold=2
G4S72XW01BAQ58,F,116,1,Mama_DRB1_01
G4S72XW01BBTOV,F,90,1,Mama_DRB1_02
G4S72XW01A8AUF,F,99,3,Mama_UB_01
